song_id,artist,title,period,genre,gold_theme,llm_theme,gold_emotion,llm_emotion,gold_values,llm_values
1851b82c5780,Aca Lukas,Dijabolik,tranzicija,turbo_folk,hedonizam/provod,raskid/tuga,mešano,negativno,"mračni stil života, samouništenje, rizik","samouništavanje, alkoholizam kao bekstvo, samopreispitivanje"
902b096bc30d,Indira Radić,"Uzmi, sve mi uzmi",tranzicija,turbo_folk,ljubav,raskid/tuga,mešano,negativno,"bezrezervna predaja, spreman poraz","patnja od izdaje, beznadežnost, suicidalne misli"
9d8364ebb8c6,Dragan Kojić Keba,Sve si rane izlečila,tranzicija,turbo_folk,ljubav,raskid/tuga,pozitivno,negativno,"lekovita ljubav, zaceljivanje ožiljaka, novi početak","vernost, nerekvitirana ljubav, tragedija ljubavi"
3bbb6a68b8bf,Svetlana Ceca Ražnatović,"Neodoljiv, neumoljiv",tranzicija,turbo_folk,hedonizam/provod,raskid/tuga,mešano,negativno,"opasna emotivna zamka, svesni rizik, nemilosrdnost","bol ljubavi, samoubilačka privlačnost, patnja od nemogućnosti zaboravljanja"
8e37f714b839,Saša Matić,Ulični svirač (duet Bonami),tranzicija,turbo_folk,prijateljstvo/porodica,prijateljstvo/porodica,pozitivno,negativno,"solidarnost napaćenih duša, prepoznavanje tuge, umetnost","solidarnost u patnji, prihvatanje sudbine, ljudskost u nevolji"
af6526f9ef8c,Saša Matić,Nađi novu ljubav,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"nesebično puštanje, emotivna zrelost, bolni oproštaj","rezignacija, samodeststrukcija, nemoć u ljubavi"
25c1d9c3b7c5,Dragan Kojić Keba,Moj brate,tranzicija,turbo_folk,prijateljstvo/porodica,prijateljstvo/porodica,pozitivno,negativno,"bratsko utočište, stena oslonca, odanost","nostalgija, bol od odsustva voljene osobe, tuga zbog rastanka"
9fb3cbac6f4a,Dragana Mirković,Oprosti što ti smetam,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"osećaj suvišnosti, ponizni poziv, poniženje","žaljenje, nesporazum, neuspela ljubav, sudbinski razvod putanja"
bf573df32ac9,Indira Radić,Ima nešto,tranzicija,turbo_folk,ljubav,raskid/tuga,mešano,negativno,"magnetna hemija, neobjašnjiva spona, nemir","nesigurnost, patnja skrivena iza maske, pokušaj da se razume boli drugoga"
66f4a2d418df,Dragana Mirković,S vremena na vreme,tranzicija,turbo_folk,prijateljstvo/porodica,raskid/tuga,pozitivno,negativno,"čuvanje bliskosti, dragoceni susreti, obnovljena energija","nostalgija, bol od rastanka, nada u uspomene"
5325b82d1946,Indira Radić,"Evo ti ruka, vodi me",tranzicija,turbo_folk,ljubav,ljubav,pozitivno,pozitivno,"bezuslovno praćenje, slepo poverenje, predavanje","romantična nada, idealizovana ljubav, zajedništvo"
1f771dd7a6d1,Seka Aleksić,Ja tuđe usne ljubim,tranzicija,turbo_folk,raskid/tuga,ljubav,pozitivno,negativno,"neuspešna uteha, zarobljeno srce, promašaj","vernost uprkos bolu, patnja od neobjavljene ljubavi, žrtva"
25616133cefd,Indira Radić,"Hoće mi se, hoće",tranzicija,turbo_folk,hedonizam/provod,hedonizam/provod,mešano,pozitivno,"slobodoumni impuls, prkos pravilima","uživanje u noći, strast, oslobođenost"
30388e248f0c,Aca Lukas,Udari prva,tranzicija,turbo_folk,raskid/tuga,ljubav,negativno,mešano,"prekid neizvesnosti, prkos, konačni udarac","odanost, žrtva, prihvatanje bola, bezuslovna podrška"
27f835b20fdf,Indira Radić,Moja će te ljubav stići,tranzicija,turbo_folk,raskid/tuga,ljubav,negativno,mešano,"griža savesti, kasno pokajanje, emotivni krug","upornost u ljubavi, nada, upozorenje pred iluzijom"
eb088af844e8,Seka Aleksić,Ako me voliš pusti me,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"žrtvovanje radi dobrobiti, oslobađanje, bez posedovanja","oslobađanje, prihvatanje kraja, samopoštovanje"
8c6b8e74e1cd,Indira Radić,Tvoj pogled,tranzicija,turbo_folk,ljubav,ljubav,pozitivno,pozitivno,"govor očiju, nema komunikacija, razotkrivanje","strast, privlačnost, zanosenost"
422d5c2b952f,Aca Lukas,Lešće,tranzicija,turbo_folk,ostalo,ljubav,negativno,mešano,"suočavanje sa smrtnošću, nepovratan gubitak, prolaznost","nostalgija, tuga za izgubljenom ljubavlju, reminiscencija"
00e1015d19a4,Dragana Mirković,Neću pokajanje,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"dostojanstvo u porazu, prihvatanje grešaka, izostanak žala","odbijanje pomirenja, bol i emotional detachment, samozaštita"
425b2fee0505,Aca Lukas,Ove noći jedna žena,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"utapanje tuge u alkoholu, opsesija, kafana","neoduživana ljubav, patnja, nesalomljiva tuga"
9ef837302caf,Dragana Mirković,Od kad sam se u tebe zaljubila,tranzicija,turbo_folk,ljubav,raskid/tuga,pozitivno,negativno,"transformacija sveta, radost života, nova perspektiva","samopriznanje greške, boli od izdaje, gubitak vere"
f4394dc44cd9,Svetlana Ceca Ražnatović,Ako te ona odbije,tranzicija,turbo_folk,raskid/tuga,ljubav,negativno,negativno,"utešna opcija, sporedna uloga, pritajena nada","bezuslovna žrtva, nerealizovana ljubav, tuга"
3dae9837bfde,Indira Radić,Gde si sada,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"noćni vapaj, pitanja bez odgovora, traganje","čežnja, bolna renost, razočaranje"
1ab4debad6fe,Indira Radić,"Imali smo, nismo znali (duet Alen Islamović)",tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"kasno shvatanje vrednosti, izgubljena sreća, kajanje","žaljenje, nesvest o vrednosti ljubavi dok se ima, neizbežnost gubitka"
d7573fc68751,Svetlana Ceca Ražnatović,Pogrešan broj,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"potpuna otuđenost, bivša bliskost, uzaludni poziv","odbijanje prošlosti, nemoć da se zaboravi, negiranje bola"
0694b7b3219a,Seka Aleksić,Rođena da budem druga,tranzicija,turbo_folk,raskid/tuga,ljubav,negativno,negativno,"ukleta uloga tajne žene, patnja u senki, pomirenje","samopouzdanje, prihvatanje uloge, tuga od neizvesnosti"
024fb8a80747,Dragana Mirković,Mamina i tatina,tranzicija,turbo_folk,politika/društvo,ljubav,mešano,pozitivno,"razmaženost, sukob klasa, nespremnost za život","zauvek, predanost, ispunjenje sudbine"
862d02c5c7e0,Dragana Mirković,Depresivan dan,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"unutrašnja praznina, beznadežnost, sivilo","nemoć zaboravljanja, samorazaranje, očaj"
93ff5c5b4623,Seka Aleksić,Poslednji let,tranzicija,turbo_folk,raskid/tuga,ljubav,negativno,negativno,"konačni odlazak, sagorevanje poslednje šanse, rez","neizvesnost ljubavi, prihvatanje sudbine, samoća"
0cf12255beb2,Aca Lukas,Pevaj mi o njoj,tranzicija,turbo_folk,raskid/tuga,ljubav,pozitivno,negativno,"ventil za tugu, naručivanje pesama, nostalgija","nostalgija, tuga, utešta kroz pesmu, vernost prijateljstvu"
c7e6890e6faa,Dragana Mirković,"Uteši me, tužna sam",tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"vapaj za dodir, momenat slabosti, traženje utehe","nostalgija, bol od gubitka, traženje potvrde ljubavi"
700ea15235e3,Aca Lukas,Istina je da te lažem,tranzicija,turbo_folk,ljubav,ljubav,pozitivno,negativno,"priznanje mana, strah od gubitka, sitne obmane","samosvest o sopstvenim manama, samopouzdanje kroz ironiju, samozaloščenje"
006e273c4a49,Dragan Kojić Keba,Moj život,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"autodestrukcija, zavisnost od bola, očaj, predaja","samodestruktivnost, završetak veze, prihvatanje bola"
e42dbcc1679b,Svetlana Ceca Ražnatović,"Hej, ljubavi ljubavi",tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"otuđenost, tuga, neminovnost kraja, bol","bol od raskida, neizbežnost rastanka, samohvaljenje"
d87453d49818,Dragana Mirković,Vrati mi se ti,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"čežnja, dozivanje, usamljenost, nemogućnost preboljevanja","bol od napuštanja, nenadoknadivost ljubavi, samota"
14e28550f1fa,Dragana Mirković,Pun je grad života,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,pozitivno,negativno,"snaga, ponos, oslobođenje, nepovratak","prekid veze, bol od izdaje, odbijanje povratka"
885f6327b263,Indira Radić,Prevaranti,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"razočaranje, ženska solidarnost, sumnja, gorka istina","žensko jedinstvo, oprez pred muškarcima, razočaranje u ljubavi"
51da4a4ce276,Aca Lukas,A kada odem,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"razočaranje, odlazak, ponos, kraj praštanja","odbacivanje, bol rastanka, ravnodušnost prema drugome"
0005b6e5453d,Dragana Mirković,Pitam svoje srce,tranzicija,turbo_folk,raskid/tuga,ljubav,negativno,negativno,"usamljenost, čežnja, praznina, nemogućnost zaborava","osamljenost, tuga zbog odsutnosti voljene osobe, nostalgia"
ec5156175f36,Dragan Kojić Keba,Lice,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"rezignacija, konačni kraj, bol, dostojanstvo u rastanku","bolna prihvatanja kraja, oslobođenje od bola, dostojanstveni odlazak"
2b9d0a96f836,Viki Miljković,"Idu mi, idu",tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"čežnja, prolaznost, vernost u čekanju, razočaranje","neuzajamljena ljubav, žrtva i nezahvalnost, propadanje"
be5f0f23a2eb,Aca Lukas,"Ne slušaj, majko",tranzicija,turbo_folk,raskid/tuga,prijateljstvo/porodica,negativno,mešano,"poricanje, tuga, uteha, majčinska briga","zaštita majke od tuge, buntovništvo prema sudu okoline, unutrašnja sreća unatoč negativnoj percepciji"
9c3d02e4c5ab,Dragan Kojić Keba,Cvećar,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"žal žaljenja, neostvarena ljubav, nostalgija, tuga","nostalgija, neizvršena sudbina, žal za izgubljenom ljubavlju"
8ec58ae5c7ae,Indira Radić,Kiša,tranzicija,turbo_folk,raskid/tuga,ljubav,negativno,negativno,"bol, preljuba, patnja, beznadežna bliskost","tajnost, čežnja, bol od nedostižnosti"
f2bd46a1193d,Dragan Kojić Keba,Zar da živim bez tebe (duet Jovana Tipšin),tranzicija,turbo_folk,raskid/tuga,ljubav,negativno,negativno,"očaj, bol, zavisnost od partnera, bespomoćnost","obsesija,依存性 na partneru, bespomoćnost bez voljene osobe"
2c39a48efae2,Dragana Mirković,Danima,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"čežnja, usamljenost, tuga, napuštenost","jad zbog gubitka, nemoć pred sudbinom, bol od izdaje"
f2b4bbcf5eb4,Dragana Mirković,Nije tebi do mene,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"razočaranje, tuga, neuzvraćena ljubav, bespomoćnost","sudbina, neispunjene želje, neizbežna usamljenost"
b1515cb82cd9,Svetlana Ceca Ražnatović,Što si tako zaboravan,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"razočaranje, izdaja, gorko otrežnjenje, ponos","razočaranje, nestabilnost partnera, žal nad izgubljenom ljubavlju"
9e1a9950b01e,Dragan Kojić Keba,"Dođi, srce da ozdravi",tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"patnja, čežnja, praznina, bol za voljenom osobom","bol od gubitka, očaj, nostalgija, privrženost"
14338ec61235,Dragan Kojić Keba,Bre gidi džanum,tranzicija,turbo_folk,ljubav,ljubav,pozitivno,pozitivno,"strast, posvećenost, prkos dušmanima, sudbinska povezanost","večna ljubav, sudbina, odanost, jedinstvenost partnera"
cfa13aad9667,Indira Radić,Gledaj me i umri,tranzicija,turbo_folk,ljubav,ljubav,pozitivno,negativno,"ponos, prkos, samopouzdanje, nadmoć","samopouzdanje, odbijanje, ponos"
6d1755a0b7ca,Indira Radić,Pocrnela burma,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"razočaranje, izdaja, bol, očaj","izdaja, životni gubitak, žaljenje za izgubljenim"
